timestamp,block_height,size,fees,price,num_txs,weight
1542011580,549766,1156146,0.07448353999999924,6349.7000259999995,2127,3998529
1542016443,549772,1188109,0.06856750999999939,6364.307353,2660,3992722
1542020228,549779,134914,0.02083544999999987,6357.999588000001,324,434611
1542020524,549780,1148754,0.08275416000000035,6357.868635,2052,3993306
1542020713,549781,620470,0.01593989000000029,6355.55737,638,2185780
1542022095,549785,1148607,0.0995436999999999,6351.485538,2613,3992976
1542024247,549787,1151214,0.16971913999999974,6357.567018,1568,3993102
1542025745,549789,1252309,0.12596165999999975,6358.8815030000005,2901,3993070
1542029539,549796,1105672,0.5538533300000008,6369.051404999999,1329,3992770
1542029713,549797,1064375,0.20588988000000089,6366.089962,1876,3993119
1542030258,549799,1143680,0.12194492000000068,6368.83842,2196,3998543
1542034142,549804,1163218,0.035947099999999566,6370.752195,2511,3993175
1542034516,549806,1205812,0.12027214999999992,6372.120851,2459,3992845
1542036183,549809,1189905,0.17869961999999973,6355.342979,2695,3992805
1542037219,549810,1249508,0.2519663399999992,6355.12,2827,3993221
1542039186,549813,1251626,0.1313965699999997,6337.909718,2889,3993029
1542039726,549815,1078948,0.03576346000000008,6338.795764,853,3998266
1542041232,549817,777243,0.14437868999999992,6338.630226,1635,2378868
1542041460,549818,1161655,0.0947942899999994,6338.933376,2751,3993085
1542041882,549820,1193224,0.0912867800000008,6341.169811,1833,3998509
1542043092,549824,1113213,0.12113876999999995,6337.974704,2453,3656091
1542045660,549826,1281118,0.3277060499999997,6333.54,3189,3992980
